Epoch,Train Loss,Train Acc,Val Loss,Val Acc,BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR
0,4.067594422909357,64.82404261333717,3.558689709729974,71.18190932382755,,,,0.18631436582714486,0.41491835124839205
1,3.5739690331103238,70.95060284520024,3.4167025941237847,73.05266235936281,,,,0.20563202650815907,0.43373879734408155
2,3.4353266248705547,72.716828117215,3.3566681697800336,73.89996658126323,,,,0.2099616398075964,0.4402982230809495
3,3.3506192013696667,73.81064557432114,3.3260576147484437,74.48618692213434,,,,0.21311631977390746,0.44394901890834604
4,3.2867527634333125,74.67443526180979,3.302490978224633,74.76189150050128,,,,0.2185694390400191,0.44725483290586504
5,3.2344422372610144,75.33538787855272,3.291367923815359,75.00348111841372,,,,0.21874438003650273,0.4496835325173806
6,3.1887651488031494,75.91550744372326,3.285906716289825,75.1399409602317,,,,0.22185873332012956,0.4516318720422696
7,3.1509293988249545,76.4221536142074,3.28523950617882,75.19633507853403,,,,0.22348354131322973,0.4530928566385575
8,3.116868786104122,76.87149300031963,3.2912958834718276,75.22418402584383,,,,0.22462852605463965,0.4529764305555993
9,3.0841635675303145,77.29801437073085,3.2949890863829685,75.24158961791244,,,,0.22478390168246057,0.45367590762046756
10,3.056316067473069,77.6648886474675,3.302150460268642,75.30146485462849,,,,0.2244899134547427,0.453889205875348
11,3.0286770826094185,77.98785133123567,3.3066691756729854,75.26247632839478,,,,0.22216944630743055,0.4520677300295614
12,3.004701998027217,78.30825815089699,3.3126990385332817,75.15873899966581,,,,0.22379101933532944,0.4548519000154568
13,2.984166559798667,78.58204354576567,3.323240816125071,75.20817088114069,,,,0.22273252014248268,0.4548160766508701
14,2.961011246735752,78.87870854342228,3.333338836278325,75.0452545393784,,,,0.2243895782407575,0.4552417015815238
15,2.944917718857014,79.11618835055616,3.342636299756437,75.08911663139133,,,,0.22350656077627284,0.4536590384965217
16,2.9314529709642607,79.31693146034685,3.355889775732903,75.03898852623371,,,,0.22214612574057602,0.4532754737741963
17,2.9210294890228443,79.50166192754033,3.3642029438798167,75.0062660131447,,,,0.22180270180924244,0.4545047874742021
18,2.872105106249931,80.07306691991276,3.373076104933214,75.14202963127994,,,,0.22449623722212622,0.45558759158705914
19,2.8465084919932413,80.4250679151601,3.3778785771810758,74.96170769744904,,,,0.22256990138942517,0.45491607265232265
20,2.82809289913146,80.64564206693655,3.382596372503991,75.00278489473098,,,,0.22243291884476402,0.4547116146609791
21,2.8132541531989905,80.83594616549559,3.3922554709501145,74.96658126322825,,,,0.22274637157196514,0.4538874054845917
22,2.7995594284788403,81.00109193905095,3.403755155066957,74.88999665812632,,,,0.2220444993687621,0.45342268492783167
23,2.7885223145961895,81.14874697992323,3.411452432594122,74.8384761056032,,,,0.22266623171032443,0.45502113455994725
24,2.7778795612024973,81.30163692318304,3.4185847191608363,74.81480450038988,,,,0.2223842035267283,0.4536471652949791
25,2.766288141840407,81.42536538078988,3.4252285523083024,74.76537261891501,,,,0.22133799328297576,0.4523204620278145
26,2.7282571211261257,81.92708458432104,3.440638496238484,74.73334632950875,,,,0.22257501682472025,0.45320390009252093
27,2.70992615619992,82.17688180883738,3.448380092186095,74.732650105826,,,,0.22235840048965608,0.4545596119319004
28,2.697992426714277,82.3143133932822,3.457532272098045,74.70758605324718,,,,0.22230837655048596,0.45398699316767493
29,2.688618180910554,82.42418475633377,3.4655465804363286,74.66093906650329,,,,0.22091747442392928,0.4536466904719561
